filename,video-duration,fps,video-frames
v_2gc7pCOg-NE.mp4,155.44,25.0,3886
v_2glmVDTPY44.mp4,226.12,25.0,5653
v_2GSSuYAWFc8.mp4,125.72,25.0,3143
v_2gV2apTrRHs.mp4,70.12,25.0,1753
v_2-h36nfbFK8.mp4,180.6,25.0,4515
v_2-hF-v79XyQ.mp4,118.88,25.0,2972
v_2hgXJR5QdkU.mp4,196.8,25.0,4920
v_2I9xymLVssI.mp4,215.04,25.0,5376
v_2iBb6ArHweI.mp4,101.32,25.0,2533
v_2i_rotAjuoE.mp4,195.0,25.0,4875
v_2IRQ5fPwHV8.mp4,164.76,25.0,4119
v_2Is_nJdG2to.mp4,18.64,25.0,466
v_2j-DRUk2yCs.mp4,81.0,25.0,2025
v_2jHMUtvWP_0.mp4,23.28,25.0,582
v_2jpnkf-xgf0.mp4,161.64,25.0,4041
v_2KsL5MBiZcc.mp4,32.04,25.0,801
v_2kx--bbqXHg.mp4,225.16,25.0,5629
v_2KYGAq5qQCI.mp4,76.84,25.0,1921
v_2l50doS2wB4.mp4,203.6,25.0,5090
v_2L9pp85KvbQ.mp4,73.92,25.0,1848
v_2LzWCwYtUzs.mp4,55.2,25.0,1380
v_2mI7NL54yP8.mp4,170.92,25.0,4273
v_2Mj26IwwEiY.mp4,210.96,25.0,5274
v_2mmN96TdEdY.mp4,218.8,25.0,5470
v_2mOQx0l1158.mp4,182.32,25.0,4558
v_2mVwrM0qOGw.mp4,182.84,25.0,4571
v_2Mw-3jScc0M.mp4,226.16,25.0,5654
v_2N129Bw1jiQ.mp4,17.84,25.0,446
v_2n6MvpNewpI.mp4,76.96,25.0,1924
v_2NAbdlHXcTI.mp4,21.0,25.0,525
v_2NAs35b7fck.mp4,158.56,25.0,3964
v_2NITA0d4vqo.mp4,158.44,25.0,3961
v_2NyOIsFJ3Tw.mp4,104.88,25.0,2622
v_2OEa00knM9E.mp4,51.4,25.0,1285
v_2OEc8kPVn_Y.mp4,212.72,25.0,5318
v_2OPk79DNQdM.mp4,119.6,25.0,2990
v_2Ot4ZPYpNwI.mp4,206.52,25.0,5163
v_2O-TyeSMueg.mp4,221.28,25.0,5532
v_2P555wnyj_8.mp4,48.6,25.0,1215
v_2PAVJbmj2lQ.mp4,57.8,25.0,1445
v_2PBdNJcQcp4.mp4,217.8,25.0,5445
v_2PCZkpF1_wU.mp4,169.52,25.0,4238
v_2Peh_gdQCjg.mp4,141.48,25.0,3537
v_2pJTak2Qz8Q.mp4,237.6,25.0,5940
v_2ptdloHcTcs.mp4,235.24,25.0,5881
v_2Q0WGQbJbso.mp4,128.16,25.0,3204
v_2qcdjyT7nDY.mp4,225.64,25.0,5641
v_2QeU2xYPdWE.mp4,76.08,25.0,1902
v_2qN85UKyL2s.mp4,77.08,25.0,1927
v_2QO41PbOUJ0.mp4,85.48,25.0,2137
v_2rA5pyel_NE.mp4,115.0,25.0,2875
v_2RfasAe0-tA.mp4,85.12,25.0,2128
v_2RpAv3irv1c.mp4,161.36,25.0,4034
v_2R_TVXvocQs.mp4,169.12,25.0,4228
v_2RxbcK90TeA.mp4,21.24,25.0,531
v_2SBTnunPQrQ.mp4,229.8,25.0,5745
v_2SMmL6kIx-w.mp4,231.88,25.0,5797
v_2SnFlGUHKnc.mp4,82.92,25.0,2073
v_2syOa4jpZDU.mp4,114.24,25.0,2856
v_2_Tgrk8iJpE.mp4,70.84,25.0,1771
v_2Tm_2wgv2Zs.mp4,70.12,25.0,1753
v_2tpwfPdSEVo.mp4,204.64,25.0,5116
v_2_tzemKY72E.mp4,82.2,25.0,2055
v_2U0vMYnC49c.mp4,50.56,25.0,1264
v_2u1gdf_53C0.mp4,73.52,25.0,1838
v_2Ua6E2a6kT4.mp4,44.48,25.0,1112
v_2U_BUV8PLtk.mp4,89.28,25.0,2232
v_2UJ4wqJt_Y8.mp4,3.0,25.0,75
v_2UjVfKEcj4g.mp4,152.72,25.0,3818
v_2uMG44uNDJ8.mp4,6.92,25.0,173
v_2Vf8yqNHaGM.mp4,28.92,25.0,723
v_2vixXUJiNhk.mp4,222.96,25.0,5574
v_-2VNLsk1s34.mp4,212.56,25.0,5314
v_2vOBrR0jKgY.mp4,193.0,25.0,4825
v_2VvCuSFicyA.mp4,103.12,25.0,2578
v_2vy0dMXhlWI.mp4,110.84,25.0,2771
v_2VYQ4q24D-4.mp4,92.72,25.0,2318
v_2VYZeOa6804.mp4,190.16,25.0,4754
v_2w3FSD235TY.mp4,205.68,25.0,5142
v_2w7Fxoeo_Qk.mp4,40.12,25.0,1003
v_2wC0d2XUses.mp4,30.84,25.0,771
v_2WeG8QGOfcI.mp4,212.68,25.0,5317
v_2WKy0FvMtCM.mp4,192.2,25.0,4805
v_2wUKu5UIHmI.mp4,100.8,25.0,2520
v_2WvbAEMG5DU.mp4,59.6,25.0,1490
v_2WwWzzO6rZQ.mp4,90.08,25.0,2252
v_2WzsyEvhPPI.mp4,222.96,25.0,5574
v_2X4-yp_EFVE.mp4,28.2,25.0,705
v_2Xfigl8xrXc.mp4,57.68,25.0,1442
v_2xmu01HHhKY.mp4,49.56,25.0,1239
v_2-xMWBQA7iM.mp4,74.76,25.0,1869
v_2-xPjKzp-Kk.mp4,220.72,25.0,5518
v_2xQVZorob1Q.mp4,135.96,25.0,3399
v_2x-Xqt98Ek4.mp4,139.32,25.0,3483
v_2YE_8XDuDBI.mp4,135.6,25.0,3390
v_2YeImloBCA8.mp4,167.72,25.0,4193
v_2yjRePOzYq4.mp4,44.6,25.0,1115
v_2YSsqivrvR4.mp4,65.92,25.0,1648
v_2zFmooC8gUg.mp4,218.32,25.0,5458
v_2zl0O1VRDC4.mp4,132.84,25.0,3321
v_2zQk4ZEfzf4.mp4,37.88,25.0,947
v_2zvN1cL1uik.mp4,191.44,25.0,4786
v_2zwUExKXw9s.mp4,42.8,25.0,1070
v_306mYrvdzIk.mp4,229.32,25.0,5733
v_30y8Uy0B_uk.mp4,172.52,25.0,4313
v_31KEa5VhvPs.mp4,212.6,25.0,5315
v_32-Bxdbf3mQ.mp4,35.32,25.0,883
v_32EWNGHBctI.mp4,64.48,25.0,1612
v_33SI8z8PovA.mp4,227.32,25.0,5683
v_34cQhizPKfc.mp4,183.4,25.0,4585
v_34eCEU2Y4T0.mp4,154.52,25.0,3863
v_34NXXCSWyzE.mp4,151.8,25.0,3795
v_352jrqIWSFY.mp4,7.16,25.0,179
v_35DlDj_hzvg.mp4,10.6,25.0,265
v_35Xzs3Bz1hQ.mp4,91.44,25.0,2286
v_36JC5C6I4sg.mp4,187.6,25.0,4690
v_36K1e9WgEpU.mp4,110.6,25.0,2765
v_36lphp9tnMk.mp4,151.24,25.0,3781
v_3792wPKkdXI.mp4,53.72,25.0,1343
v_37pwbUp8t1I.mp4,200.0,25.0,5000
v_37Q3so6ERxs.mp4,7.96,25.0,199
v_37siIMJNG9Y.mp4,98.04,25.0,2451
v_38nAdby_fTw.mp4,145.76,25.0,3644
v_38qpTblXDTw.mp4,15.92,25.0,398
v_39FIjDeot-s.mp4,105.76,25.0,2644
v_3A26j50_awY.mp4,26.56,25.0,664
v_3am00ii0n-o.mp4,213.04,25.0,5326
v_3aQnQEL3USQ.mp4,211.44,25.0,5286
v_3ArMGKnxlcU.mp4,152.6,25.0,3815
v_3AWvyAJv20g.mp4,135.8,25.0,3395
v_3AZgr5HkSDY.mp4,226.64,25.0,5666
v_3baH1vI0Cxk.mp4,94.68,25.0,2367
v_-3baQGb2zIY.mp4,104.4,25.0,2610
v_3boxQwSpv-8.mp4,30.04,25.0,751
v_3bTGq7QDjUg.mp4,63.48,25.0,1587
